Task,Level,Institution,Exam Type,text_question,text_response,Criteria 0,Criteria 1,Criteria 2,Criteria 3,Criteria 0 AI Score,Criteria 1 AI Score,Criteria 2 AI Score,Criteria 3 AI Score,Criteria 0 Teacher Score,Criteria 1 Teacher Score,Criteria 2 Teacher Score,Criteria 3 Teacher Score
Email,B1,Cambridge,ceq,"Rubric: \nRead this email from your English-speaking friend, Alex, and the notes you have made.\n- Write your email to Alex, using all the notes.\n- Write your answer in about 100 words.\n\nTo: \nFrom: Alex\nSubject: \nBody: \nHi!\n\nI hope moving house went well. Are you enjoying living in the city instead of the countryside like you did before?\n\nI’m really looking forward to visiting you next week and seeing where you live now. What’s your neighbourhood like?\n\nWhat shall we do while I’m staying with you? I heard that there are some interesting museums. Or maybe we could go shopping. There are no department stores where I live! What do you think we should do?\n\nCan you come and meet me at the bus station? My bus arrives at 3 pm on Thursday.\n\nSee you soon!\nAlex\n\nNotes:\n- Note 1:\n  Note: Tell Alex\n  Email Part: Are you enjoying living in the city instead of the countryside like you did before?\n- Note 2:\n  Note: Explain\n  Email Part: What’s your neighbourhood like?\n- Note 3:\n  Note: Suggest\n  Email Part: What shall we do while I’m staying with you?\n- Note 4:\n  Note: No, because …\n  Email Part: Can you come and meet me at the bus station? My bus arrives at 3 pm on Thursday.","Hi, Alex!\n\nI read you email. Now I'm living in The Brand in New york.\n\nI recomended you, go to my house because the neighbourhood is very dangerous place because ther're a lot of drugs and shooting.\n\nI have a inviute room in my flat so you can stay whit me.I need take some free days on the work so I can go whit you to visit New york.There arn't any departamental stores in The Brand because there is a lot of criminality.\n\nI can't go to meet you to the bus station because I have a lot of work but I can send you a taxi.\n\nI wate you!\n\nSergio",Content,Communicative Achievement,Organisation,Language,5,3,2,2,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: \nRead this email from your English-speaking friend, Alex, and the notes you have made.\n- Write your email to Alex, using all the notes.\n- Write your answer in about 100 words.\n\nTo: \nFrom: Alex\nSubject: \nBody: \nHi!\n\nI hope moving house went well. Are you enjoying living in the city instead of the countryside like you did before?\n\nI’m really looking forward to visiting you next week and seeing where you live now. What’s your neighbourhood like?\n\nWhat shall we do while I’m staying with you? I heard that there are some interesting museums. Or maybe we could go shopping. There are no department stores where I live! What do you think we should do?\n\nCan you come and meet me at the bus station? My bus arrives at 3 pm on Thursday.\n\nSee you soon!\nAlex\n\nNotes:\n- Note 1:\n  Note: Tell Alex\n  Email Part: Are you enjoying living in the city instead of the countryside like you did before?\n- Note 2:\n  Note: Explain\n  Email Part: What’s your neighbourhood like?\n- Note 3:\n  Note: Suggest\n  Email Part: What shall we do while I’m staying with you?\n- Note 4:\n  Note: No, because …\n  Email Part: Can you come and meet me at the bus station? My bus arrives at 3 pm on Thursday.","Hi Alex!\nOh, yeah, it's a bit odd y'know, but I'm starting to get comfortable and what about you, huh?\nOh, we can go shopping or visit museums, or both!\nWhat you prefer, it's fine.\nNo, because I'll taking care of my little sis. But I can send you my localitation by Whatsapp or Messenger, idk..\nSee ya! Looking forward to see you!\n- Zaemy",Content,Communicative Achievement,Organisation,Language,5,3,2,2,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: \nRead this email from your English-speaking friend, Alex, and the notes you have made.\n- Write your email to Alex, using all the notes.\n- Write your answer in about 100 words.\n\nTo: \nFrom: Alex\nSubject: \nBody: \nHi!\n\nI hope moving house went well. Are you enjoying living in the city instead of the countryside like you did before?\n\nI’m really looking forward to visiting you next week and seeing where you live now. What’s your neighbourhood like?\n\nWhat shall we do while I’m staying with you? I heard that there are some interesting museums. Or maybe we could go shopping. There are no department stores where I live! What do you think we should do?\n\nCan you come and meet me at the bus station? My bus arrives at 3 pm on Thursday.\n\nSee you soon!\nAlex\n\nNotes:\n- Note 1:\n  Note: Tell Alex\n  Email Part: Are you enjoying living in the city instead of the countryside like you did before?\n- Note 2:\n  Note: Explain\n  Email Part: What’s your neighbourhood like?\n- Note 3:\n  Note: Suggest\n  Email Part: What shall we do while I’m staying with you?\n- Note 4:\n  Note: No, because …\n  Email Part: Can you come and meet me at the bus station? My bus arrives at 3 pm on Thursday.","Hi Alex,\n\nI am living in the countryside but I bought a flat in the city.\nMy neighbourhood life is very quiet and suitable, but the rubbish bin is always fill.\nI think that first go to the museums and then go to the shopping center for play in the bowling and buy in the shop.\nNo, because I will go to the university to do a examen and then go to the hospital to see a my mum because she feel very bad and then I hang with my friends to the bowling.\nSee you soon!\nYour friend Peter,",Content,Communicative Achievement,Organisation,Language,5,3,2,2,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: Read this email from your English-speaking friend Sam and the notes you have made.\nFrom: Sam\nSubject: Science Fair\nBody: Hi,\nI'm really glad we're working on a project together for next month’s school science fair!\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\nNotes:\n- Note 1:\n  Note: Tell Sam ...\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because ...\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","Hi!\n\nMe too! I'm excited to do this work together because I think that you are very intelligent and also I'm intelligent and I like science, so we can do an incredible project!\n\nIn my opinion the environment is one of the most important things that we have on the earth so it must have incredible things. The oceans must be the perfect idea. They say that we explored less of the 5% of all things in the ocean. Finally this could be the best idea of all the contestants\n\nThe information that is on the internet could be the best because the books are very boring so they don't do more things or write in books.\n\nNo, but we can go to my house and search the information in my laptop or on the other computer. I have all we need so don't worry.\n\nSee you.\n\nDaniel.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,3,0,0,0,0
Article,B1,Cambridge,ceq,Articles wanted!\n\nFashion\n\nHow important is wearing the latest fashions to you?\n\nDo you prefer wearing the same fashjon trends as your friends or wearing something completely different?\n\nDo you think young people pay too much attention to the way they look?\n\nTell us what you think.,"The “Fashion” is an important thing for some people, but not for others.\n\nFor me wearing the latest clothes is not important because, if all people buy the latest clothes and all one has the same we all aren’t going to stand out becasuje all one has the same, so that’s my opinion!\n\nLike I said before I don’t like to wear the same clothes as my friends because that will be weird and we cannot, for example, show our friends what we bought.\n\nYes they did, in some cases no. It is more recurrent in teenagers, because they just go to high school and they want other people to show interest in them. In conclusion, that is one of the reasons that we don’t have to focus all on our appearance.",Content,CommunicativeAchievement,Organisation,Language,5,3,2,2,0,0,0,0
Story,B1,Cambridge,ceq,"Question 3\n\nYour English teacher has asked you to write a story.\nYour story must begin with this sentence.\n\nWhen I looked down the street, I couldn’t believe what I saw.\n\nWrite your story.","When I looked down the street, I couldn't believe what I saw, that was a horse. That happened last week, I was having breakfast with my family when I heard someone making a noise. I didn't notice what It was before I looked out the window, that was a horse!\n\nWhen I went out I saw that the horse was running down the street and a woman was running at the back of it. She was the owner and she said that that horse was her horse and that someone opened the door of where the horse was.\n\nWe ran down the street and we didn't see it so I went down the river and the horse was taking some grass, he was relaxed. Finally I called the owner and she took him to his home.",Content,Communicative Achievement,Organisation,Language,5,4,4,3,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: Read this email from your English-speaking friend Sam and the notes you have made.\nFrom: Sam\nSubject: Science Fair\nBody: Hi,\nI'm really glad we're working on a project together for next month’s school science fair!\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\nNotes:\n- Note 1:\n  Note: Tell Sam ...\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because ...\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?\n","Hi\nI'm really exciting to for the Secure School Project * in the next months,\nIn my opinion the rainforst represent more the invairment because the trees are dowing desprotated, and we be in a mapet of a forest to convinct the people\nI thing is better to get the information from internet because is more better to find someting and in internet we ban find more information.\nNo, but the free always, and [crossed out text] We can think more about the project idea,\nSee and see you tommorow\nIvan",Content,CommunicativeAchievement,Organisation,Language,3,2,2,1,0,0,0,0
Story,B1,Cambridge,ceq,"Question 3\n\nYour English teacher has asked you to write a story.\nYour story must begin with this sentence.\n\nWhen I looked down the street, I couldn’t believe what I saw.\n\nWrite your story.","My mother ask me if I can go to the shop fo buy milk and was getting \nfor to go outside but when I looked down the street the shop was be closed, \nI wanted to back home but I decided fo go to an other shop. \nI went to the other that but I couldn't believe what \nI saw, there was robbing the shop and the robber saw me and I ran more \nfaster that I can in the next day me and my mom don't breakfast because \nI don't buy the milk.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,2,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: Read this email from your English-speaking friend Sam and the notes you have made.\nFrom: Sam\nSubject: Science Fair\nBody: Hi,\nI'm really glad we're working on a project together for next month’s school science fair!\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\nNotes:\n- Note 1:\n  Note: Tell Sam ...\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because ...\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","Hello, Sam!\nMe too, I have a lot of ideas for this projet and i'm very excited because I think there are very good ideas.\nI think I prefer the world’s biggest ocean beause I really love the water animals and plants and they died for the polution of the humams this makes me very angry and if we do the proyect of this we can save the world if we change the ideas of the people who throw away a lot of polution everyday \nBoth because internet sometimes has fake information but its faster than the books. I have some books in my house of the environment and I think we can use them.\nI'm so sorry, i'm busy tomorrow but of friday I don’t have anything. We can meet the friday. What do you think?\nBye!",Content,Communicative Achievement,Organisation,Language,5,3,2,2,0,0,0,0
Article,B1,Cambridge,ceq,Question 2\n\nYou see this notice on an international English-language website.\n\nArticles wanted!\n\nFashion\n\nHow important is wearing the latest fashions to you?\n\nDo you prefer wearing the same fashjon trends as your friends or wearing something completely different?\n\nDo you think young people pay too much attention to the way they look?\n\nTell us what you think.\n\nWrite your article.,"For me the clothes is the most important thing in the world, but if you don't follow fashion recommends, you are doing nothing.\nBoth, if my friends has clothes very cool I inspired on they. But somedays I like be original.\nI think no, they prefer said clothes than fashion.",Content,Communicative Achievement,Organisation,Language,3,2,2,1,0,0,0,0
Story,B1,Cambridge,ceq,"Question 3\n\nYour English teacher has asked you to write a story.\nYour story must begin with this sentence.\n\nWhen I looked down the street, I couldn't believe what I saw.\n\nWrite your story.","When I looked down the street, I couldn't believe what I saw. There is my favourite singer on the same side than me. This is very amazing and I don't belive it. Justin Bieber is on the final of the street, walked and stop at the final of the row when my turn came I give him a hug and he signed an autograph for me.",Content,Communicative Achievement,Organisation,Language,5,3,2,2,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: Read this email from your English-speaking friend Sam and the notes you have made.\nFrom: Sam\nSubject: Science Fair\nBody: Hi,\nI'm really glad we're working on a project together for next month’s school science fair!\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\nNotes:\n- Note 1:\n  Note: Tell Sam ...\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because ...\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","question 1\nHi Sam,\nMe too! I love science and I have been waiting for this\nfair for a long time.\nI think it's a good option to do our project about the\nworld's biggest ocea, the things\nyou find in the ocean are much more interesting than the things you can find in a rainforest. it, and the coral reefs. However if you want to do it about the rainforest, it's a cool option too.\nWe can get the information about both because books have\nlots of data, but most of the time the internet has\nmore curiosities and general more information.\nI can borrow some books from the library if you want.\nNot but next week, when I finish all the exams\nI will have time to do it.\nmuch\nWhy projects? Any ideas? Do you know what do they\nmake the project? In my house, what do you think?\n\nBye, Sam.\nLucia.",Content,Communicative Achievement,Organisation,Language,4,3,3,2,0,0,0,0
Essay,C1,Cambridge,ceq,"Part 1\n\nYou must answer this question. Write your answer in 220 – 260 words in an appropriate style on the separate answer sheet.\n\nYour class has attended a panel discussion on facilities which should receive money from local authorities. You have made the notes below:\n\nWhich facilities should receive money from local authorities?\n\n- museums\n- sports centres\n- public gardens\n\nSome opinions expressed in the discussion:\n""Museums aren’t popular with everybody!""\n""Sports centres mean healthier people.""\n""A town needs green spaces – parks are great for everybody.""\n\nWrite an essay discussing two of the facilities in your notes. You should explain which facility it is more important for local authorities to give money to, giving reasons in support of your answer.\n\nYou may, if you wish, make use of the opinions expressed in the discussion, but you should use your own words as far as possible.","FACILITIES THAT DESERVE TO BE MORE PAID\n\nMany people believe that there are a huge amount of facilities that are not well paid. However, there are some public ones that are believed to be the most used and the less which received help from authorities, so the important topic here is which of all the facilities should recieve more local authorities money?\n\nI have always been into sports, and I have spent my entire life going to sport centres to practice swimming, dancing and other kinds of sports. According to that there has always been a lack of sport material in some sport centres.\nThat is one of the reasons I think they should recieve more money from local authorities, it could increase the amount of material and the one that is very old and needs to be changed, could be replaced by another one newer and in good state.\nNevertheless, I also think that the money should also be invested in faculties inside the sport centre like the clean of restrooms and changerooms.\n\nOtherwise, nature is very important in our lives, specially for people that spends most of their time in cities. I think public gardens are one of the most important areas in cities and they should be cared. Money from local authorities would help to increase and improve the material needed to look after those gardens.\nIt could also help to make an enviromental awareness and to let people see the importance of public gardens and how much the need that money to keep the maintenance.\n\nIn conclusion, I think that local authorities should invest their money in these facilities, because in that way we are not only improving those little places, we are also improving our living quality and in addition, it can make a change in cities, making them look more attracive and secure because of the well resources we count with in public facilities.",Content,CommunicativeAchievement,Organization,Language,4,3,3,3,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: Read this email from your English-speaking friend Sam and the notes you have made.\nFrom: Sam\nSubject: Science Fair\nBody: Hi,\nI'm really glad we're working on a project together for next month’s school science fair!\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\nNotes:\n- Note 1:\n  Note: Tell Sam ...\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because ...\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?\n","Hi Sam,\n\nI'm really happy to work with you to do the project. It will funny!\n\nI prefer the rainforest because it's very beautifull to see it and when we will search information, we will find a lot of animals and amaizing vegetation. what do you think?\n\nCan we use both because the books give a good information and the internet we will use for a recent information and many photos. If you agree\n\nSorry, i have a football class after school. I think is better do the project in my house, my room. There are silece and my dad is here, he can help with some in the project.\n\nSee you soon\nJosé",Content,CommunicativeAchievement,Organisation,Language,5,3,3,2,0,0,0,0
Essay,C1,Cambridge,ceq,"Part 1\n\nYou must answer this question. Write your answer in 220 - 260 words in an appropriate style on the separate answer sheet.\n\n1 Your class has attended a panel discussion on facilities which should receive money from local authorities. You have made the notes below:\n\nWhich facilities should receive money from local authorities?\n\n- museums\n- sports centres\n- public gardens\n\nSome opinions expressed in the discussion:\n""Museums aren’t popular with everybody!""\n""Sports centres mean healthier people.""\n""A town needs green spaces -- parks are great for everybody.""\n\nWrite an essay discussing two of the facilities in your notes. You should explain which facility it is more important for local authorities to give money to, giving reasons in support of your answer.\n\nYou may, if you wish, make use of the opinions expressed in the discussion, but you should use your own words as far as possible.","Necessity of money from local authorities to facilities\n\nIn our actual society there are a lot of diverse facilities that people use\neveryday. But this places are be there thanks to the help of money from\nthe government and the people who enjoys it. This makes that sometimes, the\nfacility is not in its best state and needs more help. Many people think\nthat the two facilities that need more money from local authorities are public\ngardens and sports centers, but which of these need it more?\n\nIn one hand, public gardens are the green spaces of the cities. All of us need\noxygen to live which is produced by plants! A benefit of giving more money to\nparks or gardens would be that they would make the city cleaner in CO2 and\nit’d serve as a place of reunion for the people of the city. Despite this,\npeople visually don’t see this advantages which could mean that some people will\nnot use the facility, making this money for nothing.\n\nOn the other hand, sports centres are one of the most used facilities. Everyone\nlike the idea of doing sport and healthy. But many people decide not\ngo because they don’t have enough money to pay for it. If this places were\nfree more people would be going there which would led to a healthier\nsociety, biggest importance of this will see that, even when there are\nlots of people, many will not sport if free people don’t do it. All of this could\nmean that the money would not make a big change.\n\nIn conclusion, both of them are good ideas that fail if we think how people\nwill use them. Public gardens are essential for all but people don’t take care\nof them and sports centres are one way of providing people with the\nuse. In my opinion the best option to share would be the public gardens,\nsince you can change the way in what people treat parks to concienciate\nabout their importance while creating a healthier society by teaching cheapest\nways of doing sport.",Content,Communicative Achievement,Organization,Language,4,3,3,2,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: Read this email from your English-speaking friend Sam and the notes you have made.\nFrom: Sam\nSubject: Science Fair\nBody: Hi,\nI'm really glad we're working on a project together for next month’s school science fair!\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\nNotes:\n- Note 1:\n  Note: Tell Sam ...\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because ...\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","Hello Sam.\n\nYes, me too, I think that we're going to do a nice project, I have some ideas.\n\nI prefer about the biggest ocean, is most interesting than the rainforests.\n\nBoth because that way we get more information about the biggest ocean, I look for in books, and you on internet.\n\nNo sorry, I have to study for a math exam, but we can meet the next Monday, I have to cash my mother.\n\nI have a question for you, We will make crafts for the project? I think that is a good idea, I wait your answer.\n\nSee you soon!!\n\nMaria.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,3,0,0,0,0
Essay,C1,Cambridge,ceq,"\n\n2\n\nPart 1\n\nYou must answer this question. Write your answer in 220 – 260 words in an appropriate style on the separate answer sheet.\n\n1    Your class has attended a panel discussion on facilities which should receive money from local authorities. You have made the notes below:\n\nWhich facilities should receive money from local authorities?\n\n• museums\n• sports centres\n• public gardens\n\nSome opinions expressed in the discussion:\n""Museums aren’t popular with everybody!""\n""Sports centres mean healthier people.""\n""A town needs green spaces – parks are great for everybody.""\n\nWrite an essay discussing two of the facilities in your notes. You should explain which facility it is more important for local authorities to give money to, giving reasons in support of your answer.\n\nYou may, if you wish, make use of the opinions expressed in the discussion, but you should use your own words as far as possible.","which facilities should local authorities give money to?\n\nIt's difficult to decide if something is more important than another because not everyone is going to agree. The two more relevant facilities that people are worrying about their development are museums and public gardens. But which of them deserve to receive more money?\n\nOn one hand, museums are places with an enormous cultural importance. Thanks to museums, people can know more about their history and the most relevant things which have an impact in the actual world. However, a lot of people are not really into them so they just find them boring. Also, it really depends on the kind of museum the money is donated to. For example, many people find important to know about natural science but do not feel this way with art or in the other way around.\n\nOn the other hand, public gardens are a very well prepared option. People are now more conscious about climate change and look forward to stop it. Creating public gardens in towns could counteract the pollution produced by cars and industries. In addition, it's a great place for people to spend their free time and disconnect. However, there are also some negative things. A lot of money would have to be invested to maintain the gardens in a good state and not everyone likes to go out.\n\nIn conclusion, museums are a great option because of the culture they proportionate to us but public gardens are more practical and more friendly with the environment. In my opinion, gardens are the best option and the one in which local authorities should give money to.",Content,CommunicativeAchievement,Organisation,Language,5,4,4,4,0,0,0,0
Story,B1,Cambridge,ceq,"Question 3\n\nYour English teacher has asked you to write a story.\nYour story must begin with this sentence.\n\nWhen I looked down the street, I couldn't believe what I saw.\n\nWrite your story.","hungry rats\n\nWhen I looked down the street I coudn’t belive what I saw,\nthere were a lots of rats, I was eating food and the rats\ncame because they saw the food. In that moment I was\nscared so I ran to my house. Finally I lost them!!",Content,CommunicativeAchievement,Organisation,Language,3,2,2,2,0,0,0,0
Essay,C1,Cambridge,ceq,"Rubric: You must answer this question. Write your answer in 220 – 260 words in an appropriate style on the separate answer sheet.\n\nEmail Body: Your class has attended a panel discussion on facilities which should receive money from local authorities. You have made the notes below:\n\nWhich facilities should receive money from local authorities?\n- museums\n- sports centres\n- public gardens\n\nSome opinions expressed in the discussion:\n""Museums aren’t popular with everybody!""\n""Sports centres mean healthier people.""\n""A town needs green spaces -- parks are great for everybody.""\n\nWrite an essay discussing two of the facilities in your notes. You should explain which facility it is more important for local authorities to give money to, giving reasons in support of your answer.\n\nYou may, if you wish, make use of the opinions expressed in the discussion, but you should use your own words as far as possible.","Lately People are discussing about how important are some facilities and which are the ones that desevs an invest from the local authorities. There are diferent opinions and positions but just two are the more claimed for the people. Taking people opinions into consideration, which facilities should recieve money from local authorities?\n\nThe most mentioned facility for the people are public gardens. A plenty of people agree that this kind of spaces bring a lot of benefits to everyone. One of the positive points of investing in public gardens is that people could recive clean and fresh air. Also create a healty place which, bring peace and make people more active. The negative point of this facility is that is hard to mantain in a good condition.\n\nThe other facility is museums. People believe that museums are good to preserve the art and the history. They hope to see more of them and catch tourist attention with it. The benefit of this is enviroment.",Content,CommunicativeAchievement,Organization,Language,2,2,2,1,0,0,0,0
Email,B1,Cambridge,ceq,"2\n\nPart 1\n\nYou must answer this question. Write your answer in 220 – 260 words in an appropriate style on the separate answer sheet.\n\n1 Your class has attended a panel discussion on facilities which should receive money from local authorities. You have made the notes below:\n\nWhich facilities should receive money from local authorities?\n\n• museums\n• sports centres\n• public gardens\n\nSome opinions expressed in the discussion:\n\n“Museums aren’t popular with everybody!”\n\n“Sports centres mean healthier people.”\n\n“A town needs green spaces -- parks are great for everybody.”\n\nWrite an essay discussing two of the facilities in your notes. You should explain which facility it is more important for local authorities to give money to, giving reasons in support of your answer.\n\nYou may, if you wish, make use of the opinions expressed in the discussion, but you should use your own words as far as possible.","WHERE SHOULD THE PUBLC MONEY GO TO?\n\nnowadays people complain a lot because of how high the taxes are and because they do not see reflected in public spaces but this could be because there are a lot of places that need money and so this money needs to be distributed in all those places. But if you could choose, which would be the most you would send the money for?\n\nIn one hand you could think about sports centres you can also think that they are very important for people health and entertaimment although a place that most of the people that it recives are sport people all of them have family that will obviosully go and use its services. A negative point about it is that many people pay for going there so it recives money monthly.\n\nIn the other hand we have public gardens that are used by everybody runners, readers families and many more, it makes that place or city look more beautifull and helps to the environment. Unfortunatelly they do not recive as much money as sports centres because people do not pay for going there but it also gets in bad conditions with the big use it recive.\n\nIn conclusion I think that a part of our taxes should go to the public spaces to help them being well conserved and a place to go whenever you want and to do whatever you want whitout needing to pay in that moment.",Content,Communicative Achievement,Organisation,Language,3,3,2,2,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: Read this email from your English-speaking friend Sam and the notes you have made.\nFrom: Sam\nSubject: Science Fair\nBody: Hi,\nI'm really glad we're working on a project together for next month’s school science fair!\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\nNotes:\n- Note 1:\n  Note: Tell Sam ...\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because ...\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","JOSE ANTONIO GARCIA LÓPEZ\n\nHello Sam\nI read your e mail and I arived with the same plan, it wait\nthis, all the year.\n\nIt a great idea that we can promot the important that\nprotect the world. I prefer the ocean is a important\ntopic. We can explain the life in the sea the massive hunt of fish the\nproblem of the sea contamination and a lot of topic so much interesting\nand important.\n\nI think the two are greates ideas but the search on internet\nis more easer than the search of the books. We can decide and\nread some web the that explain this topic or we can ask a AI\ninformation from the sea the animals in the sea...\n\nI’m so sorry but I have a special event with my family, is a so\nimportant lunch that my family prepare one time on the year",Content,CommunicativeAchievement,Organisation,Language,5,3,2,2,0,0,0,0
Story,B1,Cambridge,ceq,"Rubric: Question 3\nYour English teacher has asked you to write a story.\nYour story must begin with this sentence.\nWhen I looked down the street, I couldn't believe what I saw.\nWrite your story.","Question 3\nwhen I headed down the street I couldn't belive what i saw,\nI saw a monster with terrifying monster I couldn't see the\nperson with the hood, the feet and the hands and legs\nBut when finished to see the man he saw me.\n\nI run and run but the monster was very fast he could not over\ni run from the police station but I couldn't remember where\nit was. when it come to runic I couldn't stop to\nthink the monster was behind me. I try to wake him up but it\nwas imposible.\n\nFinally after running all night the monster it disappeared I hadn't\nbeen able to safary area that night because I think all the time\nin was happening that the monster would catch me",Content,CommunicativeAchievement,Organisation,Language,3,2,2,2,0,0,0,0
Essay,B2,Cambridge,ceq,"In your English class you have been talking about famous people’s lives. Now, your English teacher has\r\nasked you to write an essay for homework.\r\nWrite an essay using all the notes and giving reasons for your point of view.\r\n\r\nSome people say that there are more disadvantages than advantages of being famous.\r\nWhat do you think?\r\n\r\nNotes\r\nWrite about:\r\n\r\n1. private life\r\n2. money\r\n3. ............................... (your own idea)","Writing test\nManuel Alemaz Manamra\n\n- Part 1\nsocial live (own idea)\n\n- Nowaday, we have many questions about how do famous people live, which could be contempleated in some points, but we don’t worry about this things at all, because it has good and bad things.\n\nFirst, normally famous people usually have problems with their private live, this is because they want to know more about them, and this can involve their family or friends. This information is normally asked by channels from television or radio programs to share this information to their comunity, and winning more viewers.\n\nSecond, usually this kind of people don’t have really important issues with their money, thats why they can bought or buy many things. Although, the problem with this is that financial entities may study in what they earn, so they are been studying them for long, thats why they normally don’t feel safe with their purchases.\n\nFinally, their social live is not really great beacause, because all their lifes people are investigate by the TV programs to have information to share, and sometimes their family and friends may feel streses about this.\n\nIn conclusion, being famous have advantages and disadvatages, that you have to take consunt and be aware.",Content,Communicative Achievement,Organisation,Language,5,3,3,2,0,0,0,0
